conductor,video_id,clip_num,run,run_dir,fps,n_frames,kept_frames,longest_seg_s,disposition,source_verdict,verdict,preview,judged_at
Bernstein,CplmVMyPH80,43,CplmVMyPH80(43)__r00,skeletons/Bernstein/CplmVMyPH80(43)__r00,25.000,101,101,4.04,keep,,accept,,
Bernstein,CplmVMyPH80,46,CplmVMyPH80(46)__r02,skeletons/Bernstein/CplmVMyPH80(46)__r02,25.000,74,74,2.96,keep,,accept,,
Bernstein,CplmVMyPH80,47,CplmVMyPH80(47)__r00,skeletons/Bernstein/CplmVMyPH80(47)__r00,25.000,183,130,3.52,keep,,accept,,
Bernstein,CplmVMyPH80,48,CplmVMyPH80(48)__r00,skeletons/Bernstein/CplmVMyPH80(48)__r00,25.000,123,107,2.72,keep,,accept,,
Bernstein,CplmVMyPH80,50,CplmVMyPH80(50)__r00,skeletons/Bernstein/CplmVMyPH80(50)__r00,25.000,320,178,5.44,keep,,accept,,
Bernstein,CplmVMyPH80,54,CplmVMyPH80(54)__r00,skeletons/Bernstein/CplmVMyPH80(54)__r00,25.000,101,101,2.08,keep,,accept,,
Bernstein,CplmVMyPH80,57,CplmVMyPH80(57)__r00,skeletons/Bernstein/CplmVMyPH80(57)__r00,25.000,396,375,6.12,keep,,accept,,
Bernstein,CplmVMyPH80,58,CplmVMyPH80(58)__r00,skeletons/Bernstein/CplmVMyPH80(58)__r00,25.000,91,91,3.64,keep,,accept,,
Bernstein,CplmVMyPH80,59,CplmVMyPH80(59)__r00,skeletons/Bernstein/CplmVMyPH80(59)__r00,25.000,163,163,6.52,keep,,accept,,
Bernstein,CplmVMyPH80,60,CplmVMyPH80(60)__r00,skeletons/Bernstein/CplmVMyPH80(60)__r00,25.000,142,87,2.48,keep,accept,,,
Bernstein,CplmVMyPH80,62,CplmVMyPH80(62)__r00,skeletons/Bernstein/CplmVMyPH80(62)__r00,25.000,77,73,2.92,keep,,accept,,
Bernstein,CplmVMyPH80,66,CplmVMyPH80(66)__r00,skeletons/Bernstein/CplmVMyPH80(66)__r00,25.000,126,109,2.32,keep,,accept,,
Bernstein,CplmVMyPH80,68,CplmVMyPH80(68)__r00,skeletons/Bernstein/CplmVMyPH80(68)__r00,25.000,90,90,3.60,keep,,accept,,
Bernstein,CplmVMyPH80,69,CplmVMyPH80(69)__r00,skeletons/Bernstein/CplmVMyPH80(69)__r00,25.000,90,75,3.00,keep,,accept,,
Bernstein,CplmVMyPH80,70,CplmVMyPH80(70)__r00,skeletons/Bernstein/CplmVMyPH80(70)__r00,25.000,169,164,3.68,keep,,accept,,
Bernstein,CplmVMyPH80,73,CplmVMyPH80(73)__r00,skeletons/Bernstein/CplmVMyPH80(73)__r00,25.000,110,87,3.48,keep,,accept,,
Bernstein,CplmVMyPH80,78,CplmVMyPH80(78)__r00,skeletons/Bernstein/CplmVMyPH80(78)__r00,25.000,57,52,2.08,keep,,accept,,
Bernstein,CplmVMyPH80,80,CplmVMyPH80(80)__r00,skeletons/Bernstein/CplmVMyPH80(80)__r00,25.000,85,85,3.40,keep,,accept,,
Bernstein,CplmVMyPH80,83,CplmVMyPH80(83)__r00,skeletons/Bernstein/CplmVMyPH80(83)__r00,25.000,101,101,4.04,keep,,accept,,
Bernstein,CplmVMyPH80,87,CplmVMyPH80(87)__r00,skeletons/Bernstein/CplmVMyPH80(87)__r00,25.000,56,56,2.24,keep,,accept,,
Bernstein,CplmVMyPH80,90,CplmVMyPH80(90)__r00,skeletons/Bernstein/CplmVMyPH80(90)__r00,25.000,55,55,2.20,keep,,accept,,
Bernstein,CplmVMyPH80,91,CplmVMyPH80(91)__r00,skeletons/Bernstein/CplmVMyPH80(91)__r00,25.000,117,117,4.68,keep,,accept,,
Bernstein,CplmVMyPH80,94,CplmVMyPH80(94)__r00,skeletons/Bernstein/CplmVMyPH80(94)__r00,25.000,290,273,9.12,keep,accept,,,
Bernstein,CplmVMyPH80,97,CplmVMyPH80(97)__r00,skeletons/Bernstein/CplmVMyPH80(97)__r00,25.000,62,61,2.44,keep,accept,,,
Bernstein,EvnRC7tSX50,1,EvnRC7tSX50(01)__r03,skeletons/Bernstein/EvnRC7tSX50(01)__r03,23.976,334,297,7.38,keep,,accept,,
Bernstein,EvnRC7tSX50,1,EvnRC7tSX50(01)__r04,skeletons/Bernstein/EvnRC7tSX50(01)__r04,23.976,482,454,9.22,keep,,accept,,
Bernstein,EvnRC7tSX50,1,EvnRC7tSX50(01)__r08,skeletons/Bernstein/EvnRC7tSX50(01)__r08,23.976,70,70,2.92,keep,,accept,,
Bernstein,EvnRC7tSX50,1,EvnRC7tSX50(01)__r10,skeletons/Bernstein/EvnRC7tSX50(01)__r10,23.976,642,508,7.13,keep,,accept,,
Bernstein,EvnRC7tSX50,1,EvnRC7tSX50(01)__r16,skeletons/Bernstein/EvnRC7tSX50(01)__r16,23.976,831,674,14.85,keep,,accept,,
Bernstein,EvnRC7tSX50,2,EvnRC7tSX50(02)__r00,skeletons/Bernstein/EvnRC7tSX50(02)__r00,23.976,256,241,6.26,keep,,accept,,
Bernstein,EvnRC7tSX50,2,EvnRC7tSX50(02)__r01,skeletons/Bernstein/EvnRC7tSX50(02)__r01,23.976,356,330,9.09,keep,,accept,,
Bernstein,EvnRC7tSX50,2,EvnRC7tSX50(02)__r02,skeletons/Bernstein/EvnRC7tSX50(02)__r02,23.976,62,62,2.59,keep,,accept,,
Bernstein,EvnRC7tSX50,2,EvnRC7tSX50(02)__r03,skeletons/Bernstein/EvnRC7tSX50(02)__r03,23.976,208,200,6.67,keep,,accept,,
Bernstein,EvnRC7tSX50,2,EvnRC7tSX50(02)__r06,skeletons/Bernstein/EvnRC7tSX50(02)__r06,23.976,1037,810,10.55,keep,,accept,,
Bernstein,EvnRC7tSX50,3,EvnRC7tSX50(03)__r01,skeletons/Bernstein/EvnRC7tSX50(03)__r01,23.976,53,53,2.21,keep,,accept,,
Bernstein,EvnRC7tSX50,3,EvnRC7tSX50(03)__r02,skeletons/Bernstein/EvnRC7tSX50(03)__r02,23.976,338,146,2.09,keep,,accept,,
Bernstein,IS8FO6DEwfU,3,IS8FO6DEwfU(03)__r01,skeletons/Bernstein/IS8FO6DEwfU(03)__r01,25.000,625,499,7.44,keep,,accept,,
Bernstein,KUnnEH7yxyc,3,KUnnEH7yxyc(03)__r00,skeletons/Bernstein/KUnnEH7yxyc(03)__r00,29.970,304,214,5.91,keep,,accept,,
Bernstein,KUnnEH7yxyc,3,KUnnEH7yxyc(03)__r01,skeletons/Bernstein/KUnnEH7yxyc(03)__r01,29.970,370,328,9.54,keep,,accept,,
Bernstein,MFkLJzd7CH8,3,MFkLJzd7CH8(03)__r01,skeletons/Bernstein/MFkLJzd7CH8(03)__r01,24.000,69,69,2.88,keep,,accept,,
Bernstein,MFkLJzd7CH8,3,MFkLJzd7CH8(03)__r03,skeletons/Bernstein/MFkLJzd7CH8(03)__r03,24.000,105,88,3.67,keep,,accept,,
Bernstein,MFkLJzd7CH8,6,MFkLJzd7CH8(06)__r00,skeletons/Bernstein/MFkLJzd7CH8(06)__r00,24.000,201,188,5.04,keep,,accept,,
Bernstein,MFkLJzd7CH8,7,MFkLJzd7CH8(07)__r00,skeletons/Bernstein/MFkLJzd7CH8(07)__r00,24.000,81,66,2.75,keep,,accept,,
Bernstein,MFkLJzd7CH8,7,MFkLJzd7CH8(07)__r02,skeletons/Bernstein/MFkLJzd7CH8(07)__r02,24.000,160,149,3.42,keep,,accept,,
Bernstein,MFkLJzd7CH8,9,MFkLJzd7CH8(09)__r00,skeletons/Bernstein/MFkLJzd7CH8(09)__r00,24.000,124,108,2.54,keep,,accept,,
Bernstein,MFkLJzd7CH8,10,MFkLJzd7CH8(10)__r01,skeletons/Bernstein/MFkLJzd7CH8(10)__r01,24.000,181,110,3.25,keep,,accept,,
Bernstein,MFkLJzd7CH8,100,MFkLJzd7CH8(100)__r00,skeletons/Bernstein/MFkLJzd7CH8(100)__r00,24.000,61,49,2.04,keep,,accept,,
Bernstein,MFkLJzd7CH8,106,MFkLJzd7CH8(106)__r00,skeletons/Bernstein/MFkLJzd7CH8(106)__r00,24.000,141,141,5.88,keep,,accept,,
Bernstein,MFkLJzd7CH8,106,MFkLJzd7CH8(106)__r03,skeletons/Bernstein/MFkLJzd7CH8(106)__r03,24.000,135,135,5.62,keep,,accept,,
Bernstein,MFkLJzd7CH8,11,MFkLJzd7CH8(11)__r00,skeletons/Bernstein/MFkLJzd7CH8(11)__r00,24.000,158,149,6.21,keep,,accept,,
Bernstein,MFkLJzd7CH8,115,MFkLJzd7CH8(115)__r00,skeletons/Bernstein/MFkLJzd7CH8(115)__r00,24.000,141,141,5.88,keep,,accept,,
Bernstein,MFkLJzd7CH8,117,MFkLJzd7CH8(117)__r01,skeletons/Bernstein/MFkLJzd7CH8(117)__r01,24.000,51,51,2.12,keep,,accept,,
Bernstein,MFkLJzd7CH8,117,MFkLJzd7CH8(117)__r02,skeletons/Bernstein/MFkLJzd7CH8(117)__r02,24.000,55,50,2.08,keep,,accept,,
Bernstein,MFkLJzd7CH8,119,MFkLJzd7CH8(119)__r00,skeletons/Bernstein/MFkLJzd7CH8(119)__r00,24.000,73,65,2.71,keep,,accept,,
Bernstein,MFkLJzd7CH8,12,MFkLJzd7CH8(12)__r00,skeletons/Bernstein/MFkLJzd7CH8(12)__r00,24.000,141,141,5.88,keep,,accept,,
Bernstein,MFkLJzd7CH8,126,MFkLJzd7CH8(126)__r02,skeletons/Bernstein/MFkLJzd7CH8(126)__r02,24.000,329,329,13.71,keep,,accept,,
Bernstein,MFkLJzd7CH8,126,MFkLJzd7CH8(126)__r03,skeletons/Bernstein/MFkLJzd7CH8(126)__r03,24.000,105,105,4.38,keep,,accept,,
Bernstein,MFkLJzd7CH8,127,MFkLJzd7CH8(127)__r00,skeletons/Bernstein/MFkLJzd7CH8(127)__r00,24.000,94,88,2.67,keep,,accept,,
Bernstein,MFkLJzd7CH8,132,MFkLJzd7CH8(132)__r00,skeletons/Bernstein/MFkLJzd7CH8(132)__r00,24.000,190,104,2.17,keep,,accept,,
Bernstein,MFkLJzd7CH8,132,MFkLJzd7CH8(132)__r01,skeletons/Bernstein/MFkLJzd7CH8(132)__r01,24.000,118,92,2.25,keep,,accept,,
Bernstein,MFkLJzd7CH8,142,MFkLJzd7CH8(142)__r00,skeletons/Bernstein/MFkLJzd7CH8(142)__r00,24.000,233,200,6.42,keep,,accept,,
Bernstein,MFkLJzd7CH8,143,MFkLJzd7CH8(143)__r01,skeletons/Bernstein/MFkLJzd7CH8(143)__r01,24.000,168,81,2.00,keep,,accept,,
Bernstein,MFkLJzd7CH8,147,MFkLJzd7CH8(147)__r00,skeletons/Bernstein/MFkLJzd7CH8(147)__r00,24.000,85,85,3.54,keep,,accept,,
Bernstein,MFkLJzd7CH8,149,MFkLJzd7CH8(149)__r00,skeletons/Bernstein/MFkLJzd7CH8(149)__r00,24.000,95,88,2.38,keep,,accept,,
Bernstein,MFkLJzd7CH8,149,MFkLJzd7CH8(149)__r01,skeletons/Bernstein/MFkLJzd7CH8(149)__r01,24.000,86,86,2.25,keep,,accept,,
Bernstein,MFkLJzd7CH8,15,MFkLJzd7CH8(15)__r01,skeletons/Bernstein/MFkLJzd7CH8(15)__r01,24.000,421,381,10.92,keep,,accept,,
Bernstein,MFkLJzd7CH8,150,MFkLJzd7CH8(150)__r00,skeletons/Bernstein/MFkLJzd7CH8(150)__r00,24.000,62,62,2.58,keep,,accept,,
Bernstein,MFkLJzd7CH8,154,MFkLJzd7CH8(154)__r00,skeletons/Bernstein/MFkLJzd7CH8(154)__r00,24.000,97,97,2.21,keep,,accept,,
Bernstein,MFkLJzd7CH8,156,MFkLJzd7CH8(156)__r00,skeletons/Bernstein/MFkLJzd7CH8(156)__r00,24.000,101,79,3.29,keep,,accept,,
Bernstein,MFkLJzd7CH8,158,MFkLJzd7CH8(158)__r00,skeletons/Bernstein/MFkLJzd7CH8(158)__r00,24.000,110,94,3.92,keep,,accept,,
Bernstein,MFkLJzd7CH8,16,MFkLJzd7CH8(16)__r00,skeletons/Bernstein/MFkLJzd7CH8(16)__r00,24.000,54,54,2.25,keep,,accept,,
Bernstein,MFkLJzd7CH8,17,MFkLJzd7CH8(17)__r00,skeletons/Bernstein/MFkLJzd7CH8(17)__r00,24.000,60,60,2.50,keep,,accept,,
Bernstein,MFkLJzd7CH8,19,MFkLJzd7CH8(19)__r00,skeletons/Bernstein/MFkLJzd7CH8(19)__r00,24.000,94,94,3.92,keep,,accept,,
Bernstein,MFkLJzd7CH8,22,MFkLJzd7CH8(22)__r00,skeletons/Bernstein/MFkLJzd7CH8(22)__r00,24.000,132,124,5.17,keep,,accept,,
Bernstein,MFkLJzd7CH8,22,MFkLJzd7CH8(22)__r01,skeletons/Bernstein/MFkLJzd7CH8(22)__r01,24.000,75,52,2.17,keep,,accept,,
Bernstein,MFkLJzd7CH8,24,MFkLJzd7CH8(24)__r00,skeletons/Bernstein/MFkLJzd7CH8(24)__r00,24.000,74,57,2.38,keep,,accept,,
Bernstein,MFkLJzd7CH8,31,MFkLJzd7CH8(31)__r00,skeletons/Bernstein/MFkLJzd7CH8(31)__r00,24.000,264,231,9.62,keep,,accept,,
Bernstein,MFkLJzd7CH8,35,MFkLJzd7CH8(35)__r00,skeletons/Bernstein/MFkLJzd7CH8(35)__r00,24.000,76,76,3.17,keep,,accept,,
Bernstein,MFkLJzd7CH8,36,MFkLJzd7CH8(36)__r00,skeletons/Bernstein/MFkLJzd7CH8(36)__r00,24.000,324,276,7.17,keep,,accept,,
Bernstein,MFkLJzd7CH8,37,MFkLJzd7CH8(37)__r00,skeletons/Bernstein/MFkLJzd7CH8(37)__r00,24.000,134,134,5.58,keep,,accept,,
Bernstein,MFkLJzd7CH8,37,MFkLJzd7CH8(37)__r01,skeletons/Bernstein/MFkLJzd7CH8(37)__r01,24.000,102,102,2.71,keep,,accept,,
Bernstein,MFkLJzd7CH8,37,MFkLJzd7CH8(37)__r02,skeletons/Bernstein/MFkLJzd7CH8(37)__r02,24.000,69,69,2.88,keep,,accept,,
Bernstein,MFkLJzd7CH8,37,MFkLJzd7CH8(37)__r04,skeletons/Bernstein/MFkLJzd7CH8(37)__r04,24.000,50,48,2.00,keep,,accept,,
Bernstein,MFkLJzd7CH8,37,MFkLJzd7CH8(37)__r05,skeletons/Bernstein/MFkLJzd7CH8(37)__r05,24.000,166,158,5.58,keep,,accept,,
Bernstein,MFkLJzd7CH8,38,MFkLJzd7CH8(38)__r00,skeletons/Bernstein/MFkLJzd7CH8(38)__r00,24.000,50,50,2.08,keep,,accept,,
Bernstein,MFkLJzd7CH8,40,MFkLJzd7CH8(40)__r00,skeletons/Bernstein/MFkLJzd7CH8(40)__r00,24.000,330,316,9.92,keep,,accept,,
Bernstein,MFkLJzd7CH8,44,MFkLJzd7CH8(44)__r00,skeletons/Bernstein/MFkLJzd7CH8(44)__r00,24.000,76,76,3.17,keep,,accept,,
Bernstein,MFkLJzd7CH8,45,MFkLJzd7CH8(45)__r00,skeletons/Bernstein/MFkLJzd7CH8(45)__r00,24.000,57,57,2.38,keep,,accept,,
Bernstein,MFkLJzd7CH8,48,MFkLJzd7CH8(48)__r00,skeletons/Bernstein/MFkLJzd7CH8(48)__r00,24.000,163,146,3.58,keep,,accept,,
Bernstein,MFkLJzd7CH8,49,MFkLJzd7CH8(49)__r00,skeletons/Bernstein/MFkLJzd7CH8(49)__r00,24.000,386,177,3.00,keep,,accept,,
Bernstein,MFkLJzd7CH8,50,MFkLJzd7CH8(50)__r00,skeletons/Bernstein/MFkLJzd7CH8(50)__r00,24.000,112,112,4.67,keep,,accept,,
Bernstein,MFkLJzd7CH8,52,MFkLJzd7CH8(52)__r00,skeletons/Bernstein/MFkLJzd7CH8(52)__r00,24.000,101,101,4.21,keep,,accept,,
Bernstein,MFkLJzd7CH8,53,MFkLJzd7CH8(53)__r00,skeletons/Bernstein/MFkLJzd7CH8(53)__r00,24.000,100,100,4.17,keep,,accept,,
Bernstein,MFkLJzd7CH8,54,MFkLJzd7CH8(54)__r00,skeletons/Bernstein/MFkLJzd7CH8(54)__r00,24.000,49,49,2.04,keep,,accept,,
Bernstein,MFkLJzd7CH8,56,MFkLJzd7CH8(56)__r00,skeletons/Bernstein/MFkLJzd7CH8(56)__r00,24.000,65,65,2.71,keep,,accept,,
Bernstein,MFkLJzd7CH8,60,MFkLJzd7CH8(60)__r00,skeletons/Bernstein/MFkLJzd7CH8(60)__r00,24.000,171,142,3.96,keep,,accept,,
Bernstein,MFkLJzd7CH8,61,MFkLJzd7CH8(61)__r00,skeletons/Bernstein/MFkLJzd7CH8(61)__r00,24.000,99,94,3.92,keep,,accept,,
Bernstein,MFkLJzd7CH8,62,MFkLJzd7CH8(62)__r00,skeletons/Bernstein/MFkLJzd7CH8(62)__r00,24.000,51,50,2.08,keep,,accept,,
Bernstein,MFkLJzd7CH8,63,MFkLJzd7CH8(63)__r00,skeletons/Bernstein/MFkLJzd7CH8(63)__r00,24.000,163,146,6.08,keep,,accept,,
Bernstein,MFkLJzd7CH8,64,MFkLJzd7CH8(64)__r00,skeletons/Bernstein/MFkLJzd7CH8(64)__r00,24.000,57,57,2.38,keep,,accept,,
Bernstein,MFkLJzd7CH8,65,MFkLJzd7CH8(65)__r00,skeletons/Bernstein/MFkLJzd7CH8(65)__r00,24.000,106,102,4.25,keep,,accept,,
Bernstein,MFkLJzd7CH8,66,MFkLJzd7CH8(66)__r00,skeletons/Bernstein/MFkLJzd7CH8(66)__r00,24.000,170,151,6.29,keep,,accept,,
Bernstein,MFkLJzd7CH8,68,MFkLJzd7CH8(68)__r00,skeletons/Bernstein/MFkLJzd7CH8(68)__r00,24.000,272,270,5.21,keep,,accept,,
Bernstein,MFkLJzd7CH8,68,MFkLJzd7CH8(68)__r02,skeletons/Bernstein/MFkLJzd7CH8(68)__r02,24.000,69,69,2.88,keep,,accept,,
Bernstein,MFkLJzd7CH8,68,MFkLJzd7CH8(68)__r03,skeletons/Bernstein/MFkLJzd7CH8(68)__r03,24.000,120,120,5.00,keep,,accept,,
Bernstein,MFkLJzd7CH8,68,MFkLJzd7CH8(68)__r04,skeletons/Bernstein/MFkLJzd7CH8(68)__r04,24.000,54,54,2.25,keep,,accept,,
Bernstein,MFkLJzd7CH8,70,MFkLJzd7CH8(70)__r00,skeletons/Bernstein/MFkLJzd7CH8(70)__r00,24.000,151,143,3.21,keep,,accept,,
Bernstein,MFkLJzd7CH8,73,MFkLJzd7CH8(73)__r01,skeletons/Bernstein/MFkLJzd7CH8(73)__r01,24.000,128,113,4.71,keep,,accept,,
Bernstein,MFkLJzd7CH8,74,MFkLJzd7CH8(74)__r00,skeletons/Bernstein/MFkLJzd7CH8(74)__r00,24.000,75,63,2.62,keep,,accept,,
Bernstein,MFkLJzd7CH8,79,MFkLJzd7CH8(79)__r00,skeletons/Bernstein/MFkLJzd7CH8(79)__r00,24.000,78,78,3.25,keep,,accept,,
Bernstein,MFkLJzd7CH8,80,MFkLJzd7CH8(80)__r00,skeletons/Bernstein/MFkLJzd7CH8(80)__r00,24.000,102,102,4.25,keep,,accept,,
Bernstein,MFkLJzd7CH8,81,MFkLJzd7CH8(81)__r00,skeletons/Bernstein/MFkLJzd7CH8(81)__r00,24.000,269,77,2.04,keep,,accept,,
Bernstein,MFkLJzd7CH8,82,MFkLJzd7CH8(82)__r00,skeletons/Bernstein/MFkLJzd7CH8(82)__r00,24.000,588,527,9.96,keep,,accept,,
Bernstein,MFkLJzd7CH8,84,MFkLJzd7CH8(84)__r00,skeletons/Bernstein/MFkLJzd7CH8(84)__r00,24.000,126,100,4.17,keep,,accept,,
Bernstein,MFkLJzd7CH8,85,MFkLJzd7CH8(85)__r00,skeletons/Bernstein/MFkLJzd7CH8(85)__r00,24.000,122,122,5.08,keep,,accept,,
Bernstein,MFkLJzd7CH8,87,MFkLJzd7CH8(87)__r00,skeletons/Bernstein/MFkLJzd7CH8(87)__r00,24.000,304,304,12.67,keep,,accept,,
Bernstein,MFkLJzd7CH8,94,MFkLJzd7CH8(94)__r00,skeletons/Bernstein/MFkLJzd7CH8(94)__r00,24.000,103,65,2.71,keep,,accept,,
Bernstein,MFkLJzd7CH8,97,MFkLJzd7CH8(97)__r00,skeletons/Bernstein/MFkLJzd7CH8(97)__r00,24.000,249,249,10.38,keep,,accept,,
Bernstein,NK8-Zg-8JYM,2,NK8-Zg-8JYM(02)__r00,skeletons/Bernstein/NK8-Zg-8JYM(02)__r00,23.976,408,406,8.22,keep,accept,,,
Bernstein,NK8-Zg-8JYM,3,NK8-Zg-8JYM(03)__r00,skeletons/Bernstein/NK8-Zg-8JYM(03)__r00,23.976,844,840,18.02,keep,,accept,,
Bernstein,RkP33esCi5g,2,RkP33esCi5g(02)__r00,skeletons/Bernstein/RkP33esCi5g(02)__r00,29.970,314,220,2.20,keep,,accept,,
Bernstein,RkP33esCi5g,2,RkP33esCi5g(02)__r01,skeletons/Bernstein/RkP33esCi5g(02)__r01,29.970,250,222,5.47,keep,,accept,,
Bernstein,RkP33esCi5g,3,RkP33esCi5g(03)__r00,skeletons/Bernstein/RkP33esCi5g(03)__r00,29.970,730,459,6.17,keep,,accept,,
Bernstein,RkP33esCi5g,6,RkP33esCi5g(06)__r00,skeletons/Bernstein/RkP33esCi5g(06)__r00,29.970,290,264,5.54,keep,,accept,,
Bernstein,RkP33esCi5g,6,RkP33esCi5g(06)__r01,skeletons/Bernstein/RkP33esCi5g(06)__r01,29.970,172,144,4.80,keep,,accept,,
Bernstein,RkP33esCi5g,8,RkP33esCi5g(08)__r00,skeletons/Bernstein/RkP33esCi5g(08)__r00,29.970,294,266,4.67,keep,,accept,,
Bernstein,RkP33esCi5g,8,RkP33esCi5g(08)__r01,skeletons/Bernstein/RkP33esCi5g(08)__r01,29.970,104,104,3.47,keep,,accept,,
Bernstein,RkP33esCi5g,8,RkP33esCi5g(08)__r02,skeletons/Bernstein/RkP33esCi5g(08)__r02,29.970,254,213,3.94,keep,,accept,,
Bernstein,RkP33esCi5g,9,RkP33esCi5g(09)__r00,skeletons/Bernstein/RkP33esCi5g(09)__r00,29.970,262,254,4.60,keep,,accept,,
Bernstein,RkP33esCi5g,9,RkP33esCi5g(09)__r01,skeletons/Bernstein/RkP33esCi5g(09)__r01,29.970,90,90,3.00,keep,,accept,,
Bernstein,RkP33esCi5g,15,RkP33esCi5g(15)__r00,skeletons/Bernstein/RkP33esCi5g(15)__r00,29.970,82,82,2.74,keep,,accept,,
Bernstein,RkP33esCi5g,15,RkP33esCi5g(15)__r01,skeletons/Bernstein/RkP33esCi5g(15)__r01,29.970,276,266,8.88,keep,,accept,,
Bernstein,RkP33esCi5g,17,RkP33esCi5g(17)__r00,skeletons/Bernstein/RkP33esCi5g(17)__r00,29.970,198,190,3.34,keep,,accept,,
Bernstein,RkP33esCi5g,17,RkP33esCi5g(17)__r01,skeletons/Bernstein/RkP33esCi5g(17)__r01,29.970,94,94,3.14,keep,,accept,,
Bernstein,RkP33esCi5g,17,RkP33esCi5g(17)__r02,skeletons/Bernstein/RkP33esCi5g(17)__r02,29.970,78,78,2.60,keep,,accept,,
Bernstein,RkP33esCi5g,21,RkP33esCi5g(21)__r00,skeletons/Bernstein/RkP33esCi5g(21)__r00,29.970,60,60,2.00,keep,,accept,,
Bernstein,RkP33esCi5g,22,RkP33esCi5g(22)__r00,skeletons/Bernstein/RkP33esCi5g(22)__r00,29.970,140,92,3.07,keep,,accept,,
Bernstein,RkP33esCi5g,25,RkP33esCi5g(25)__r00,skeletons/Bernstein/RkP33esCi5g(25)__r00,29.970,60,60,2.00,keep,,accept,,
Bernstein,RkP33esCi5g,25,RkP33esCi5g(25)__r01,skeletons/Bernstein/RkP33esCi5g(25)__r01,29.970,526,458,5.21,keep,,accept,,
Bernstein,RkP33esCi5g,28,RkP33esCi5g(28)__r01,skeletons/Bernstein/RkP33esCi5g(28)__r01,29.970,190,154,2.74,keep,,accept,,
Bernstein,RkP33esCi5g,28,RkP33esCi5g(28)__r02,skeletons/Bernstein/RkP33esCi5g(28)__r02,29.970,434,404,3.60,keep,,accept,,
Bernstein,RkP33esCi5g,28,RkP33esCi5g(28)__r04,skeletons/Bernstein/RkP33esCi5g(28)__r04,29.970,62,62,2.07,keep,,accept,,
Bernstein,RkP33esCi5g,30,RkP33esCi5g(30)__r00,skeletons/Bernstein/RkP33esCi5g(30)__r00,29.970,196,176,2.67,keep,,accept,,
Bernstein,RkP33esCi5g,31,RkP33esCi5g(31)__r00,skeletons/Bernstein/RkP33esCi5g(31)__r00,29.970,182,168,5.61,keep,,accept,,
Bernstein,RkP33esCi5g,53,RkP33esCi5g(53)__r02,skeletons/Bernstein/RkP33esCi5g(53)__r02,29.970,215,126,2.60,keep,accept,,,
Bernstein,VmWrfN0hQSQ,3,VmWrfN0hQSQ(03)__r00,skeletons/Bernstein/VmWrfN0hQSQ(03)__r00,60.000,1079,480,4.33,keep,,accept,,
Bernstein,VmWrfN0hQSQ,3,VmWrfN0hQSQ(03)__r05,skeletons/Bernstein/VmWrfN0hQSQ(03)__r05,60.000,1502,435,3.45,keep,,accept,,
Bernstein,VmWrfN0hQSQ,3,VmWrfN0hQSQ(03)__r06,skeletons/Bernstein/VmWrfN0hQSQ(03)__r06,60.000,1918,1183,5.42,keep,,accept,,
Bernstein,VmWrfN0hQSQ,3,VmWrfN0hQSQ(03)__r12,skeletons/Bernstein/VmWrfN0hQSQ(03)__r12,60.000,1804,1468,5.15,keep,,accept,,
Bernstein,VmWrfN0hQSQ,3,VmWrfN0hQSQ(03)__r14,skeletons/Bernstein/VmWrfN0hQSQ(03)__r14,60.000,181,153,2.55,keep,,accept,,
Bernstein,VmWrfN0hQSQ,3,VmWrfN0hQSQ(03)__r15,skeletons/Bernstein/VmWrfN0hQSQ(03)__r15,60.000,6957,4244,17.25,keep,,accept,,
Bernstein,VmWrfN0hQSQ,3,VmWrfN0hQSQ(03)__r20,skeletons/Bernstein/VmWrfN0hQSQ(03)__r20,60.000,1197,1167,12.02,keep,,accept,,
Bernstein,VmWrfN0hQSQ,3,VmWrfN0hQSQ(03)__r23,skeletons/Bernstein/VmWrfN0hQSQ(03)__r23,60.000,2068,1459,14.37,keep,,accept,,
Bernstein,VmWrfN0hQSQ,5,VmWrfN0hQSQ(05)__r00,skeletons/Bernstein/VmWrfN0hQSQ(05)__r00,60.000,706,627,5.12,keep,,accept,,
Bernstein,VmWrfN0hQSQ,6,VmWrfN0hQSQ(06)__r00,skeletons/Bernstein/VmWrfN0hQSQ(06)__r00,60.000,865,548,3.30,keep,,accept,,
Bernstein,_MjEp_SAfS0,101,_MjEp_SAfS0(101)__r00,skeletons/Bernstein/_MjEp_SAfS0(101)__r00,29.970,112,112,3.74,keep,accept,,,
Bernstein,_MjEp_SAfS0,118,_MjEp_SAfS0(118)__r00,skeletons/Bernstein/_MjEp_SAfS0(118)__r00,29.970,133,118,3.94,keep,accept,,,
Bernstein,_MjEp_SAfS0,137,_MjEp_SAfS0(137)__r00,skeletons/Bernstein/_MjEp_SAfS0(137)__r00,29.970,81,67,2.24,keep,accept,,,
Bernstein,_MjEp_SAfS0,138,_MjEp_SAfS0(138)__r00,skeletons/Bernstein/_MjEp_SAfS0(138)__r00,29.970,113,86,2.87,keep,accept,,,
Bernstein,_MjEp_SAfS0,160,_MjEp_SAfS0(160)__r00,skeletons/Bernstein/_MjEp_SAfS0(160)__r00,29.970,300,73,2.44,keep,accept,,,
Bernstein,_MjEp_SAfS0,171,_MjEp_SAfS0(171)__r02,skeletons/Bernstein/_MjEp_SAfS0(171)__r02,29.970,141,82,2.74,keep,accept,,,
